38719	25834	335
38658	25607	352
38586	25373	356
38504	25136	363
38410	24900	342
38310	24673	335
38205	24461	333
38098	24269	357
37988	24101	354
37882	23961	381
37785	23856	401
37700	23787	387
37629	23749	389
37573	23746	409
37536	23758	412
37514	23828	414
37510	23932	399
37511	24076	380
37544	24265	380
37602	24500	370
37684	24775	368
37795	25094	352
37939	25457	366
38112	25860	395
38315	26292	400
38539	26756	376
38785	27237	425
39044	27727	436
39308	28215	440
39567	28685	463
39812	29124	474
40037	29519	476
40235	29861	463
40404	30141	444
40537	30355	423
40639	30512	395
40711	30615	317
40756	30678	224
40773	30712	94
40773	30712	0
40752	30727	0
40711	30727	0
40662	30725	0
40610	30712	0
40563	30712	0
40525	30712	0
40528	30712	0
40545	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
40514	30712	0
42544	30800	0
42515	30756	0
42472	30707	0
42453	30670	0
42446	30662	0
42400	30606	0
42351	30595	0
42305	30463	0
42261	30327	0
42214	30219	0
42173	30100	0
42171	29960	0
42108	29832	0
42108	29715	0
42048	29604	0
41990	29487	0
41931	29372	0
41899	29260	0
41897	29172	0
41846	29171	0
41796	29027	0
41774	28892	0
41774	28820	0
41750	28764	0
41730	28764	0
41726	28680	0
41726	28680	0
41726	28631	0
41732	28631	0
41737	28644	0
41745	28657	0
41753	28615	0
41746	28575	0
41746	28575	0
41736	28575	0
41724	28551	0
41717	28526	0
41714	28526	0
41712	28526	0
41708	28522	0
41698	28522	0
41689	28522	0
41680	28522	0
41667	28522	0
41649	28522	0
41628	28514	0
41603	28501	0
41579	28494	0
41552	28485	0
41523	28480	0
41491	28466	0
41456	28454	0
41417	28442	0
41378	28431	0
41341	28413	0
41319	28406	0
41295	28395	0
41272	28373	0
41248	28361	0
41221	28333	0
41191	28322	0
41156	28310	0
41118	28278	0
41076	28256	0
41029	28233	0
40980	28196	0
40929	28160	0
40876	28149	0
40821	28114	0
40767	28082	0
40713	28073	0
40660	28064	0
40608	28047	0
40559	28031	0
40512	28015	0
40467	28001	0
40425	27989	0
40386	27972	0
40351	27959	0
40321	27952	0
40295	27952	0
40273	27952	0
40273	27969	0
40276	28002	0
40284	28045	0
40292	28098	0
40292	28156	0
40290	28216	0
40261	28216	0
40256	28216	0
40234	28216	0
40231	28221	0
40221	28231	0
40209	28258	0
40203	28301	0
40198	28335	0
40193	28361	0
40188	28383	0
40181	28406	0
40178	28431	0
40175	28460	0
40174	28489	0
40173	28489	0
40173	28516	0
40173	28542	0
40173	28542	0
40173	28566	0
40177	28589	0
40184	28590	0
40188	28613	0
40198	28636	0
40210	28658	0
40221	28658	0
40234	28678	0
40238	28678	0
40240	28679	0
40243	28682	0
40250	28683	0
40256	28690	0
40261	28696	0
40266	28700	0
40270	28703	0
40273	28705	0
40276	28708	0
40278	28709	0
40280	28710	0
40283	28712	0
40286	28715	0
40289	28718	0
40291	28720	0
40295	28723	0
40299	28728	0
40302	28732	0
40305	28734	0
40308	28736	0
40310	28738	0
40312	28740	0
40314	28741	0
40316	28743	0
40317	28745	0
40318	28747	0
40319	28750	0
40320	28753	0
40321	28757	0
40322	28764	0
40323	28767	0
40324	28770	0
40326	28774	0
40328	28780	0
40329	28784	0
40331	28787	0
40332	28790	0
40334	28793	0
40335	28796	0
40336	28799	0
40337	28802	0
40338	28807	0
40340	28811	0
40341	28816	0
40342	28824	0
40343	28826	0
40344	28832	0
40345	28837	0
40347	28843	0
40348	28848	0
40348	28856	0
40349	28857	0
40350	28861	0
40350	28863	0
40351	28866	0
40352	28867	0
40353	28869	0
40354	28870	0
40356	28871	0
40357	28871	0
40359	28871	0
40361	28871	0
40362	28871	0
40364	28871	0
40367	28871	0
40369	28872	0
40371	28873	0
40374	28874	0
40377	28876	0
40380	28877	0
40382	28879	0
40386	28883	0
40389	28888	0
40391	28890	0
40395	28897	0
40398	28899	0
40402	28905	0
40406	28909	0
40410	28916	0
40413	28923	0
40419	28928	0
40425	28939	0
40433	28943	0
40435	28950	0
40438	28957	0
40440	28966	0
40445	28974	0
40449	28981	0
40454	28991	0
40461	28995	0
40468	29008	0
40477	29024	0
40484	29045	0
40492	29061	0
40500	29080	0
40508	29101	0
40517	29118	0
40524	29138	0
40532	29157	0
40539	29172	0
40545	29186	0
40551	29197	0
40555	29206	0
40559	29209	0
40560	29209	0
40561	29209	0
40562	29209	0
40562	29199	0
40562	29172	10
40562	29129	44
40562	29066	80
40554	28987	116
40544	28891	148
40531	28782	183
40514	28661	207
40495	28532	248
40473	28403	269
40449	28274	301
40424	28151	331
40400	28033	353
40378	27927	364
40357	27836	381
40339	27761	387
40326	27704	395
40316	27664	389
40310	27638	392
40305	27625	391
40304	27621	382
40303	27621	366
40302	27621	342
40301	27624	298
40299	27650	249
40299	27693	176
40299	27752	61
40299	27752	0
40299	27914	0
40299	28012	0
40301	28114	0
40309	28217	0
40319	28317	0
40332	28414	0
40348	28507	0
40364	28595	0
40381	28679	0
40395	28754	0
40395	28826	0
40395	28893	0
40395	28954	0
40395	29008	0
40402	29055	0
40408	29097	0
40408	29131	0
40408	29157	0
40405	29157	0
40394	29183	0
40391	29189	0
40389	29210	0
40383	29214	0
40378	29218	0
40373	29221	0
40366	29229	0
40360	29234	0
40351	29239	0
40338	29242	0
40327	29242	0
40313	29242	0
40297	29242	0
40279	29235	0
40259	29214	0
40240	29196	0
40220	29180	0
40200	29162	0
40181	29140	0
40163	29115	0
40145	29088	0
40127	29057	0
40109	29026	0
40092	29000	0
40077	28979	0
40065	28963	0
40056	28953	23
40052	28950	46
40052	28950	65
40052	28950	81
40063	28956	81
40088	28988	82
40126	29039	97
40180	29114	112
40251	29214	128
40342	29337	139
40449	29485	163
40573	29648	180
40713	29819	194
40863	29993	209
41019	30160	226
41179	30320	243
41341	30466	235
41501	30595	240
41654	30707	258
41800	30801	261
41936	30882	259
42057	30944	253
42160	30985	251
42243	31010	249
42304	31014	245
42346	31014	244
42368	30984	241
42374	30925	244
42374	30846	259
42343	30741	278
42294	30611	299
42224	30454	323
42134	30271	347
42025	30070	340
41902	29850	334
41772	29622	324
41639	29395	353
41510	29177	368
41387	28975	374
41274	28790	386
41178	28633	379
41101	28503	416
41043	28406	407
41004	28335	414
40984	28287	410
40982	28259	403
40984	28249	383
41012	28249	367
41055	28250	364
41111	28283	364
41185	28339	360
41277	28417	352
41389	28519	352
41515	28639	361
41655	28773	340
41808	28913	353
41968	29051	350
42128	29182	348
42287	29297	352
42448	29400	356
42603	29485	352
42754	29553	345
42901	29602	350
43045	29636	348
43180	29653	346
43301	29653	342
43410	29653	340
43502	29627	336
43579	29583	322
43639	29528	327
43683	29450	327
43712	29354	334
43724	29235	336
43724	29088	344
43695	28918	356
43633	28716	363
43537	28483	361
43407	28219	424
43237	27917	371
43033	27581	451
42790	27205	447
42521	26795	447
42235	26354	463
41939	25887	512
41640	25410	518
41350	24931	596
41086	24471	501
40847	24062	426
40638	23726	201
40638	23726	0
40334	23338	0
40244	23289	0
40190	23305	0
40167	23405	0
40167	23559	0
40195	23731	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
40239	23932	0
43017	26501	0
43154	26565	0
43267	26674	0
43317	26749	0
43331	26775	0
43460	26898	0
43583	27066	0
43679	27226	0
43767	27378	0
43853	27532	0
43938	27684	0
44016	27838	0
44088	27987	0
44154	28131	0
44215	28281	0
44272	28429	0
44321	28571	0
44364	28704	0
44404	28821	0
44439	28916	0
44466	28906	0
44466	28873	0
44456	28838	0
44443	28801	0
44465	28801	0
44483	28816	0
44483	28829	0
44475	28929	0
44465	28935	0
44465	28938	0
44465	28998	0
44465	29029	0
44468	29029	0
44470	29029	0
44470	29028	0
44470	29006	0
44468	28996	0
44454	28988	0
44440	28963	0
44424	28936	0
44405	28927	0
44382	28919	0
44353	28913	0
44320	28888	0
44284	28874	0
44246	28856	0
44210	28854	0
44175	28839	0
44153	28829	0
44128	28816	0
44101	28804	0
44072	28794	0
44041	28785	0
44008	28777	0
43975	28760	0
43941	28732	0
43908	28701	0
43874	28669	0
43841	28636	0
43810	28595	0
43782	28563	0
43758	28529	0
43758	28493	0
43744	28461	0
43740	28435	0
43742	28435	0
43764	28435	0
43792	28423	0
43823	28423	0
43857	28424	0
43892	28445	0
43926	28465	0
43957	28465	0
43985	28495	0
44009	28520	0
44029	28527	0
44043	28549	0
44044	28563	0
44054	28568	0
44054	28573	0
44054	28588	0
44043	28594	0
44030	28612	0
44018	28631	0
44006	28648	0
43997	28668	0
43995	28693	0
43988	28719	0
43988	28747	0
43988	28776	0
43988	28807	0
43993	28836	0
44000	28866	0
44005	28892	0
44008	28918	0
44012	28941	0
44016	28960	0
44019	28977	0
44021	28989	0
44023	28992	0
44024	29001	0
44026	29006	0
44026	29010	0
44028	29011	0
44029	29012	0
44029	29013	0
44030	29016	0
44032	29022	0
44034	29026	0
44036	29037	0
44039	29042	0
44043	29055	0
44044	29059	0
44048	29067	0
44049	29080	0
44050	29087	0
44051	29090	0
44052	29099	0
44053	29105	0
44054	29110	0
44055	29113	0
44056	29116	0
44056	29118	0
44057	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44058	29118	0
44056	29118	0
44054	29118	0
44052	29118	0
44050	29118	0
44049	29118	0
44049	29118	0
44048	29118	0
44048	29118	0
44048	29121	0
44048	29122	0
44048	29124	0
44048	29127	0
44048	29130	0
44048	29132	0
44050	29135	0
44053	29138	0
44056	29140	0
44058	29141	0
44061	29142	0
44063	29144	0
44066	29147	0
44068	29150	0
44072	29154	0
44075	29160	0
44078	29168	0
44081	29176	0
44084	29183	0
44087	29189	0
44088	29195	0
44089	29200	0
44090	29202	0
44090	29204	0
44090	29206	0
44090	29209	0
44091	29211	0
44093	29214	0
44095	29217	0
44097	29222	0
44099	29226	0
44100	29228	0
44102	29230	0
44102	29232	0
44103	29232	0
44104	29232	0
44106	29234	0
44108	29237	0
44110	29243	0
44113	29249	0
44117	29258	0
44121	29268	0
44125	29278	0
44129	29290	0
44133	29300	0
44136	29310	0
44139	29319	0
44142	29326	0
44144	29336	0
44147	29346	0
44150	29357	0
44156	29369	0
44162	29384	0
44169	29400	0
44178	29418	0
44188	29435	0
44198	29456	0
44208	29477	0
44219	29498	0
44230	29519	0
44240	29536	0
44248	29553	0
44254	29565	0
44258	29572	0
44259	29572	0
44259	29572	15
44259	29555	42
44259	29502	76
44252	29416	120
44239	29297	151
44222	29146	175
44200	28968	199
44172	28771	248
44137	28563	291
44098	28350	341
44054	28139	393
44004	27936	396
43953	27739	453
43903	27555	472
43856	27389	495
43815	27247	500
43781	27134	502
43756	27048	497
43738	26984	507
43727	26943	492
43720	26922	469
43717	26916	431
43715	26916	396
43715	26917	351
43715	26964	266
43715	27038	146
43716	27135	25
43716	27135	0
43733	27416	0
43743	27593	0
43754	27782	0
43765	27981	0
43778	28192	0
43793	28416	0
43809	28639	0
43827	28861	0
43844	29075	0
43844	29275	0
43844	29455	0
43849	29604	0
43854	29725	0
43854	29816	0
43821	29878	0
43786	29868	0
43743	29908	0
43696	29910	0
43646	29895	0
43595	29845	0
43544	29789	0
43495	29736	0
43455	29692	0
43425	29660	0
43406	29645	0
43400	29645	47
43400	29646	52
43428	29689	48
43474	29762	58
43541	29867	61
43633	30009	71
43750	30181	79
43894	30393	93
44067	30628	110
44259	30876	138
44471	31121	156
44696	31363	173
44932	31595	193
45169	31798	196
45396	31970	205
45611	32106	216
45806	32210	241
45977	32273	231
46119	32295	233
46228	32295	237
46309	32242	239
46358	32144	235
46372	32003	242
46359	31819	261
46291	31583	314
46180	31302	356
46019	30974	376
45817	30605	422
45579	30204	448
45320	29788	471
45049	29383	446
44780	28997	498
44541	28652	413
44336	28363	351
44176	28139	383
44063	27989	320
44003	27908	143
43986	27895	36
43986	27895	0
44048	28001	0
44126	28115	0
44225	28245	0
44338	28372	0
44460	28483	0
44584	28576	0
44704	28643	0
44815	28680	0
44910	28683	0
44988	28676	0
45049	28617	0
45034	28525	0
45082	28404	0
45088	28246	0
45067	28064	0
45018	27862	0
44956	27646	0
44885	27423	0
44806	27199	0
44719	26983	0
44624	26772	0
44523	26564	0
44420	26369	0
44319	26188	0
44224	26023	0
44144	25881	0
44078	25760	0
44027	25666	0
43988	25595	0
43962	25605	0
43964	25549	0
43964	25528	0
43947	25528	0
43943	25555	0
43943	25596	0
43950	25639	0
43954	25685	0
43956	25731	0
43958	25769	0
43958	25784	0
43963	25834	0
43963	25859	0
43963	25878	0
43954	25893	0
43944	25907	0
43935	25911	0
43926	25913	0
43917	25913	0
43908	25918	0
43898	25918	0
43888	25918	0
43878	25906	0
43868	25888	0
43857	25871	0
43845	25851	0
43833	25828	0
43821	25802	0
43809	25771	0
43796	25735	0
43786	25690	0
43777	25642	0
43769	25596	0
43762	25553	0
43756	25517	0
43751	25489	0
43747	25473	75
43745	25467	78
43745	25467	97
43747	25467	108
43765	25467	113
43794	25498	128
43836	25554	141
43892	25640	149
43962	25755	167
44044	25902	176
44137	26076	201
44239	26273	204
44345	26486	219
44454	26710	236
44565	26938	256
44676	27168	254
44784	27396	287
44891	27613	301
44991	27811	310
45082	27986	310
45163	28138	320
45232	28260	326
45288	28356	320
45330	28426	317
45361	28473	325
45381	28502	322
45392	28516	323
45396	28518	323
45396	28518	325
45394	28498	337
45377	28447	348
45354	28368	355
45325	28259	358
45290	28119	367
45250	27954	381
45206	27773	390
45161	27582	396
45116	27390	406
45073	27210	402
45036	27048	394
45006	26911	390
44987	26804	388
44977	26728	383
44977	26680	378
44979	26660	364
45002	26660	344
45036	26689	333
45079	26757	319
45133	26854	319
45195	26979	312
45265	27124	313
45339	27278	306
45413	27430	323
45485	27572	324
45553	27695	315
45611	27797	323
45660	27876	312
45697	27932	315
45723	27968	316
45740	27987	316
45748	27991	312
45750	27991	312
45750	27967	316
45750	27915	329
45742	27844	341
45727	27753	354
45708	27643	351
45685	27521	361
45659	27392	374
45633	27269	373
45609	27153	364
45587	27051	373
45572	26964	374
45562	26897	368
45559	26850	365
45559	26820	367
45559	26804	362
45568	26801	351
45587	26801	339
45612	26831	327
45644	26890	320
45685	26974	322
45732	27081	325
45786	27205	331
45842	27339	325
45898	27473	334
45950	27596	331
45997	27700	342
46036	27784	342
46066	27845	341
46087	27883	333
46100	27901	337
46105	27901	334
46105	27889	330
46105	27839	336
46095	27770	344
46079	27682	353
46061	27580	365
46039	27467	360
46017	27356	367
45998	27251	383
45982	27157	384
45972	27080	377
45968	27019	380
45968	26976	370
45969	26952	361
45986	26945	342
46010	26945	324
46043	26971	306
46083	27028	302
46134	27109	306
46191	27211	301
46255	27331	309
46324	27461	309
46395	27592	293
46466	27715	305
46530	27823	306
46588	27910	314
46636	27974	308
46673	28016	308
46698	28039	308
46714	28044	309
46721	28044	307
46721	28010	307
46721	27943	314
46701	27845	326
46670	27710	338
46630	27538	349
46579	27332	343
46520	27100	359
46459	26851	387
46397	26588	395
46340	26322	423
46293	26071	419
46259	25843	416
46245	25651	428
46245	25504	420
46279	25420	421
46351	25409	414
46460	25462	424
46599	25616	441
46768	25843	453
46956	26134	414
47151	26467	395
47335	26811	372
47489	27138	100
47489	27138	0
47702	27705	0
47763	27939	0
47800	28143	0
47817	28337	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
47822	28502	0
